type,date,shop,category,name,amount,price
sale,2020-06-23,ТГК-2,Инструменты,Круг отрезной по металлу TSUNAMI,8,88.77
buy,2020-06-01,ООО «Дьячкова Коновалов»,Быловая химия,Жидкий кислород Planet Aquafair,10,506.38
sale,2020-06-16,"ЗАО «Исаков, Блохина и Зайцева»",,Пельмени «Башкирские»,8,140.08
sale,2020-06-11,ООО «Дьячкова Коновалов»,Инструменты,Система выравнивания плитки «ПСВП»,2,16096.44
sale,2020-06-11,"РАО «Брагина, Русакова и Кошелев»",Посуда,Миска «Русская» малая,4,814.77
buy,2020-06-10,Крокус,Инструменты,Круг отрезной по металлу TSUNAMI,1,1224.05
buy,2020-06-10,Крокус,Быловая химия,Отбеливатель Der Waschkonig C.G. Fleckentferner,9,39.61
buy,2020-06-25,ООО «Дьячкова Коновалов»,Быловая химия,Отбеливатель Der Waschkonig C.G. Fleckentferner,1,77.67
buy,2020-06-23,Крокус,,Ручка шариковая MAZARi Silvano Smart Ink,3,1258.05
sale,2020-06-21,ТГК-2,Посуда,Набор ножей «Overlord»,10,821.73
buy,2020-06-23,"РАО «Брагина, Русакова и Кошелев»",Посуда,Миска «Русская» малая,5,107.03
buy,2020-06-28,ТГК-2,Инструменты,Круг отрезной по металлу TSUNAMI,2,151.92
sale,2020-06-30,ТГК-2,Инструменты,Домкрат ромбический с резиновой опорой TUNDRA,10,312.46
buy,2020-06-03,ТГК-2,Инструменты,Домкрат ромбический с резиновой опорой TUNDRA,4,1011.33
sale,2020-06-05,"ЗАО «Исаков, Блохина и Зайцева»",,Пельмени «Башкирские»,5,31774.14
buy,2020-06-13,ООО «Дьячкова Коновалов»,,Игрушка надувная Меч череп,5,12415.98
buy,2020-06-22,ТГК-2,Мебель,Ручка скоба РС109,8,1507.34
buy,2020-06-23,Крокус,,Ручка шариковая MAZARi Silvano Smart Ink,1,2849.16
buy,2020-06-24,ТГК-2,Электротовары,Фонарь ручной «Контраст»,7,109.41
sale,2020-06-25,Крокус,Электротовары,Умный встраиваемый  выключатель HIPER,8,14107.12
sale,2020-06-19,"ЗАО «Исаков, Блохина и Зайцева»",Быловая химия,Универсальное моющее средство «Выгодная уборка»,1,554.15
buy,2020-06-10,ООО «Дьячкова Коновалов»,,Игрушка надувная Меч череп,7,4224.85
buy,2020-06-30,"РАО «Брагина, Русакова и Кошелев»",Мебель,Корзина сетчатая навесная на полку,1,110.11
sale,2020-06-02,Крокус,Электротовары,Фонарь ручной «Контраст»,3,45.61
sale,2020-06-13,ООО «Дьячкова Коновалов»,,Роспись по номерам на холсте 40*50 «РОЗОВЫЕ ЦВЕТЫ В САДУ»,9,126.26
buy,2020-06-29,ТГК-2,Быловая химия,Отбеливатель Der Waschkonig C.G. Fleckentferner,4,1111.2
buy,2020-06-27,Крокус,Посуда,Сковорода блинная Гранит,6,2154.28
sale,2020-06-04,ТГК-2,Мебель,Корзина сетчатая навесная на полку,8,9734.78
buy,2020-06-25,Крокус,Мебель,Корзина сетчатая навесная на полку,1,336.6
sale,2020-06-24,"ЗАО «Исаков, Блохина и Зайцева»",Мебель,Стол раскладной Ялта-1,10,609.78
buy,2020-06-25,ООО «Дьячкова Коновалов»,,Ручка шариковая MAZARi Silvano Smart Ink,10,69.92
buy,2020-06-02,ТГК-2,Посуда,Набор ножей «Overlord»,4,3841.64
buy,2020-06-08,ООО «Дьячкова Коновалов»,Мебель,Корзина сетчатая навесная на полку,8,13111.48
sale,2020-06-15,Крокус,Быловая химия,Отбеливатель Der Waschkonig C.G. Fleckentferner,2,206.84
sale,2020-06-01,ТГК-2,Быловая химия,Универсальное моющее средство «Выгодная уборка»,10,1133.42
buy,2020-06-21,"ЗАО «Исаков, Блохина и Зайцева»",,Альбом для монет «Деньги Мира»,1,83.98
buy,2020-06-19,"ЗАО «Исаков, Блохина и Зайцева»",Инструменты,Система выравнивания плитки «ПСВП»,10,2972.45
buy,2020-06-14,ТГК-2,Быловая химия,Отбеливатель Der Waschkonig C.G. Fleckentferner,4,52.64
sale,2020-06-09,"РАО «Брагина, Русакова и Кошелев»",Посуда,Миска «Русская» малая,2,6949.16
buy,2020-06-08,"РАО «Брагина, Русакова и Кошелев»",Инструменты,Круг отрезной по металлу TSUNAMI,2,118.17
sale,2020-06-03,ТГК-2,,Ручка шариковая MAZARi Silvano Smart Ink,3,4239.31
buy,2020-06-20,ТГК-2,,Альбом для монет «Деньги Мира»,9,1019.73
buy,2020-06-02,ООО «Дьячкова Коновалов»,Электротовары,Фонарь ручной «Контраст»,5,232.5
buy,2020-06-07,ТГК-2,Быловая химия,Универсальное моющее средство «Выгодная уборка»,3,478.3
buy,2020-06-16,"ЗАО «Исаков, Блохина и Зайцева»",Электротовары,Умный встраиваемый  выключатель HIPER,8,10923.12
sale,2020-06-05,ООО «Дьячкова Коновалов»,Быловая химия,Универсальное моющее средство «Выгодная уборка»,6,1.74
sale,2020-06-19,ООО «Дьячкова Коновалов»,,Альбом для монет «Деньги Мира»,9,49.14
buy,2020-06-04,ТГК-2,Быловая химия,Жидкий кислород Planet Aquafair,1,66.56
buy,2020-06-20,Крокус,Посуда,Набор ножей «Overlord»,2,2127.58
sale,2020-06-23,ТГК-2,Инструменты,Система выравнивания плитки «ПСВП»,5,7490.42
buy,2020-06-22,Крокус,Мебель,Корзина сетчатая навесная на полку,5,5881.84
sale,2020-06-03,"РАО «Брагина, Русакова и Кошелев»",,Альбом для монет «Деньги Мира»,7,1314.2
sale,2020-06-01,Крокус,Посуда,Миска «Русская» малая,3,12769.61
buy,2020-06-11,"ЗАО «Исаков, Блохина и Зайцева»",Мебель,Корзина сетчатая навесная на полку,8,1622.61
buy,2020-06-16,"ЗАО «Исаков, Блохина и Зайцева»",Посуда,Миска «Русская» малая,4,55.05
buy,2020-06-22,"РАО «Брагина, Русакова и Кошелев»",Посуда,Миска «Русская» малая,2,202.56
sale,2020-06-17,Крокус,Электротовары,Фонарь ручной «Контраст»,3,798.14
buy,2020-06-29,"ЗАО «Исаков, Блохина и Зайцева»",Электротовары,Фонарь ручной «Контраст»,7,12.73
buy,2020-06-07,ТГК-2,Быловая химия,Отбеливатель Der Waschkonig C.G. Fleckentferner,6,140.93
buy,2020-06-21,"РАО «Брагина, Русакова и Кошелев»",Электротовары,Фонарь ручной «Контраст»,5,65.95
buy,2020-06-26,"РАО «Брагина, Русакова и Кошелев»",Мебель,Корзина сетчатая навесная на полку,9,699.59
buy,2020-06-18,"ЗАО «Исаков, Блохина и Зайцева»",,Альбом для монет «Деньги Мира»,3,920.56
buy,2020-06-07,"ЗАО «Исаков, Блохина и Зайцева»",Посуда,Набор ножей «Overlord»,3,559.22
buy,2020-06-27,ООО «Дьячкова Коновалов»,,Пельмени «Башкирские»,6,136.4
sale,2020-06-12,ТГК-2,,Пельмени «Башкирские»,5,739.44
sale,2020-06-19,Крокус,Мебель,Стол раскладной Ялта-1,9,2651.97
sale,2020-06-22,Крокус,Посуда,Сковорода блинная Гранит,5,10.97
sale,2020-06-07,"РАО «Брагина, Русакова и Кошелев»",,Роспись по номерам на холсте 40*50 «РОЗОВЫЕ ЦВЕТЫ В САДУ»,10,358.59
sale,2020-06-11,ТГК-2,Посуда,Набор ножей «Overlord»,8,825.65
buy,2020-06-17,ООО «Дьячкова Коновалов»,,Ручка шариковая MAZARi Silvano Smart Ink,7,96.02
buy,2020-06-13,"РАО «Брагина, Русакова и Кошелев»",,Пельмени «Башкирские»,10,1052.07
buy,2020-06-01,Крокус,Быловая химия,Жидкий кислород Planet Aquafair,2,11500.17
sale,2020-06-03,ТГК-2,Быловая химия,Отбеливатель Der Waschkonig C.G. Fleckentferner,4,982.51
sale,2020-06-23,Крокус,Мебель,Ручка скоба РС109,5,344.53
sale,2020-06-04,ТГК-2,,Роспись по номерам на холсте 40*50 «РОЗОВЫЕ ЦВЕТЫ В САДУ»,8,686.27
sale,2020-06-06,ООО «Дьячкова Коновалов»,Электротовары,Умный встраиваемый  выключатель HIPER,2,509.94
buy,2020-06-20,"РАО «Брагина, Русакова и Кошелев»",Посуда,Набор ножей «Overlord»,2,10517.45
sale,2020-06-02,ТГК-2,Посуда,Набор ножей «Overlord»,6,243.35
buy,2020-06-07,"РАО «Брагина, Русакова и Кошелев»",Инструменты,Домкрат ромбический с резиновой опорой TUNDRA,4,7050.18
sale,2020-06-29,"ЗАО «Исаков, Блохина и Зайцева»",Посуда,Набор ножей «Overlord»,6,2399.91
sale,2020-06-21,"ЗАО «Исаков, Блохина и Зайцева»",Электротовары,Умный встраиваемый  выключатель HIPER,7,3806.93
sale,2020-06-16,"РАО «Брагина, Русакова и Кошелев»",Электротовары,Зарядное устройство GP U411,2,16099.03
buy,2020-06-11,ООО «Дьячкова Коновалов»,Электротовары,Зарядное устройство GP U411,1,56.74
sale,2020-07-28,ТГК-2,Быловая химия,Универсальное моющее средство «Выгодная уборка»,7,1285.39
sale,2020-07-01,ТГК-2,,Ручка шариковая MAZARi Silvano Smart Ink,2,25033.72
buy,2020-07-05,ООО «Дьячкова Коновалов»,Посуда,Сковорода блинная Гранит,5,41.96
sale,2020-07-19,ООО «Дьячкова Коновалов»,,Альбом для монет «Деньги Мира»,8,745.79
buy,2020-07-02,ООО «Дьячкова Коновалов»,Инструменты,Система выравнивания плитки «ПСВП»,4,33.16
sale,2020-07-21,Крокус,Посуда,Набор ножей «Overlord»,2,274.71
buy,2020-07-21,"ЗАО «Исаков, Блохина и Зайцева»",Электротовары,Фонарь ручной «Контраст»,1,5534.26
buy,2020-07-08,ООО «Дьячкова Коновалов»,Посуда,Миска «Русская» малая,6,450.53
buy,2020-07-15,"ЗАО «Исаков, Блохина и Зайцева»",,Альбом для монет «Деньги Мира»,2,139.81
sale,2020-07-05,"ЗАО «Исаков, Блохина и Зайцева»",Электротовары,Зарядное устройство GP U411,5,9378.97
buy,2020-07-25,"РАО «Брагина, Русакова и Кошелев»",Мебель,Ручка скоба РС109,1,799.88
sale,2020-07-15,"ЗАО «Исаков, Блохина и Зайцева»",,Альбом для монет «Деньги Мира»,7,162.91
buy,2020-07-28,"РАО «Брагина, Русакова и Кошелев»",Инструменты,Круг отрезной по металлу TSUNAMI,1,234.14
sale,2020-07-28,"РАО «Брагина, Русакова и Кошелев»",Мебель,Стол раскладной Ялта-1,8,20.31
buy,2020-07-14,"ЗАО «Исаков, Блохина и Зайцева»",,Роспись по номерам на холсте 40*50 «РОЗОВЫЕ ЦВЕТЫ В САДУ»,7,7853.36
sale,2020-07-18,ООО «Дьячкова Коновалов»,Быловая химия,Отбеливатель Der Waschkonig C.G. Fleckentferner,3,31.86
sale,2020-07-14,ТГК-2,Электротовары,Умный встраиваемый  выключатель HIPER,7,701.62
buy,2020-07-21,ООО «Дьячкова Коновалов»,Инструменты,Система выравнивания плитки «ПСВП»,1,75.5
buy,2020-07-23,Крокус,Мебель,Стол раскладной Ялта-1,3,1194.28
buy,2020-07-05,ТГК-2,Быловая химия,Отбеливатель Der Waschkonig C.G. Fleckentferner,1,13240.4
sale,2020-07-17,Крокус,Быловая химия,Жидкий кислород Planet Aquafair,2,99.82
buy,2020-07-11,ТГК-2,Посуда,Миска «Русская» малая,2,86.28
buy,2020-07-16,"РАО «Брагина, Русакова и Кошелев»",Электротовары,Умный встраиваемый  выключатель HIPER,5,298.0
sale,2020-07-15,"РАО «Брагина, Русакова и Кошелев»",Инструменты,Система выравнивания плитки «ПСВП»,5,17554.95
sale,2020-07-02,ООО «Дьячкова Коновалов»,Быловая химия,Универсальное моющее средство «Выгодная уборка»,3,513.35
sale,2020-07-24,Крокус,,Роспись по номерам на холсте 40*50 «РОЗОВЫЕ ЦВЕТЫ В САДУ»,7,116.42
buy,2020-07-26,ООО «Дьячкова Коновалов»,Посуда,Сковорода блинная Гранит,2,349.33
sale,2020-07-02,"ЗАО «Исаков, Блохина и Зайцева»",,Роспись по номерам на холсте 40*50 «РОЗОВЫЕ ЦВЕТЫ В САДУ»,3,20644.85
buy,2020-07-15,ООО «Дьячкова Коновалов»,,Пельмени «Башкирские»,2,31416.93
buy,2020-07-09,"РАО «Брагина, Русакова и Кошелев»",Инструменты,Домкрат ромбический с резиновой опорой TUNDRA,2,4007.31
sale,2020-07-17,Крокус,Посуда,Набор ножей «Overlord»,8,12867.95
buy,2020-07-02,"ЗАО «Исаков, Блохина и Зайцева»",Посуда,Сковорода блинная Гранит,10,10513.1
buy,2020-07-10,"РАО «Брагина, Русакова и Кошелев»",Быловая химия,Универсальное моющее средство «Выгодная уборка»,6,248.69
buy,2020-07-07,Крокус,Быловая химия,Отбеливатель Der Waschkonig C.G. Fleckentferner,7,3435.04
sale,2020-07-29,Крокус,Посуда,Миска «Русская» малая,10,9659.69
buy,2020-07-31,Крокус,Мебель,Стол раскладной Ялта-1,3,664.72
sale,2020-07-29,ООО «Дьячкова Коновалов»,,Пельмени «Башкирские»,1,4388.06
buy,2020-07-24,Крокус,Инструменты,Домкрат ромбический с резиновой опорой TUNDRA,2,6457.32
buy,2020-07-09,Крокус,,Пельмени «Башкирские»,7,29.68
sale,2020-07-17,Крокус,Инструменты,Круг отрезной по металлу TSUNAMI,7,9174.48
buy,2020-07-24,ООО «Дьячкова Коновалов»,Быловая химия,Отбеливатель Der Waschkonig C.G. Fleckentferner,3,3580.08
buy,2020-07-13,ООО «Дьячкова Коновалов»,Мебель,Корзина сетчатая навесная на полку,9,2.1
buy,2020-07-21,"ЗАО «Исаков, Блохина и Зайцева»",Мебель,Стол раскладной Ялта-1,8,17379.84
sale,2020-07-01,ТГК-2,Инструменты,Система выравнивания плитки «ПСВП»,4,14622.89
sale,2020-07-07,"РАО «Брагина, Русакова и Кошелев»",Электротовары,Зарядное устройство GP U411,7,12639.57
sale,2020-07-11,"ЗАО «Исаков, Блохина и Зайцева»",Мебель,Корзина сетчатая навесная на полку,8,87.48
buy,2020-07-14,ООО «Дьячкова Коновалов»,,Ручка шариковая MAZARi Silvano Smart Ink,9,477.1
sale,2020-07-26,Крокус,Быловая химия,Жидкий кислород Planet Aquafair,10,31.05
sale,2020-07-08,ТГК-2,Быловая химия,Универсальное моющее средство «Выгодная уборка»,8,757.55
buy,2020-07-10,Крокус,Инструменты,Система выравнивания плитки «ПСВП»,6,34.57
sale,2020-07-09,Крокус,Инструменты,Круг отрезной по металлу TSUNAMI,5,78.1
buy,2020-07-12,ТГК-2,,Ручка шариковая MAZARi Silvano Smart Ink,6,3578.19
sale,2020-07-04,ООО «Дьячкова Коновалов»,Мебель,Стол раскладной Ялта-1,2,7538.56
buy,2020-07-27,Крокус,Посуда,Сковорода блинная Гранит,10,143.99
sale,2020-07-21,"РАО «Брагина, Русакова и Кошелев»",Быловая химия,Жидкий кислород Planet Aquafair,4,392.89
buy,2020-07-09,ООО «Дьячкова Коновалов»,,Ручка шариковая MAZARi Silvano Smart Ink,2,3251.37
buy,2020-07-03,ООО «Дьячкова Коновалов»,Электротовары,Фонарь ручной «Контраст»,4,23.0
sale,2020-07-07,"ЗАО «Исаков, Блохина и Зайцева»",Быловая химия,Отбеливатель Der Waschkonig C.G. Fleckentferner,10,101.39
buy,2020-07-08,"РАО «Брагина, Русакова и Кошелев»",Мебель,Корзина сетчатая навесная на полку,1,1349.52
buy,2020-07-08,Крокус,,Альбом для монет «Деньги Мира»,5,155.47
sale,2020-07-04,"ЗАО «Исаков, Блохина и Зайцева»",Электротовары,Умный встраиваемый  выключатель HIPER,4,13205.71
sale,2020-07-25,Крокус,Мебель,Корзина сетчатая навесная на полку,5,57.02
buy,2020-07-31,ООО «Дьячкова Коновалов»,,Ручка шариковая MAZARi Silvano Smart Ink,7,7987.92
buy,2020-07-11,Крокус,Мебель,Ручка скоба РС109,7,8141.3
buy,2020-07-01,"РАО «Брагина, Русакова и Кошелев»",Посуда,Миска «Русская» малая,8,5820.22
buy,2020-07-04,"РАО «Брагина, Русакова и Кошелев»",Электротовары,Зарядное устройство GP U411,5,8604.2
buy,2020-07-05,Крокус,Посуда,Сковорода блинная Гранит,4,13348.23
sale,2020-07-13,ООО «Дьячкова Коновалов»,Мебель,Корзина сетчатая навесная на полку,6,646.96
buy,2020-07-07,ООО «Дьячкова Коновалов»,Быловая химия,Отбеливатель Der Waschkonig C.G. Fleckentferner,5,7.37
buy,2020-07-16,"РАО «Брагина, Русакова и Кошелев»",Инструменты,Система выравнивания плитки «ПСВП»,6,23.81
sale,2020-07-06,"РАО «Брагина, Русакова и Кошелев»",Мебель,Стол раскладной Ялта-1,3,74.12
sale,2020-07-02,"РАО «Брагина, Русакова и Кошелев»",Электротовары,Фонарь ручной «Контраст»,9,5745.21
buy,2020-07-05,Крокус,Посуда,Миска «Русская» малая,4,6.08
sale,2020-07-11,ТГК-2,Мебель,Стол раскладной Ялта-1,2,14758.95
sale,2020-07-20,Крокус,Быловая химия,Жидкий кислород Planet Aquafair,6,656.66
buy,2020-07-12,Крокус,,Игрушка надувная Меч череп,1,73.32
buy,2020-07-11,"ЗАО «Исаков, Блохина и Зайцева»",Посуда,Сковорода блинная Гранит,1,3423.14
buy,2020-07-09,ООО «Дьячкова Коновалов»,,Пельмени «Башкирские»,3,22.06
sale,2020-07-14,"РАО «Брагина, Русакова и Кошелев»",Электротовары,Умный встраиваемый  выключатель HIPER,1,6314.83
sale,2020-07-20,"ЗАО «Исаков, Блохина и Зайцева»",,Пельмени «Башкирские»,5,448.65
buy,2020-07-16,Крокус,Посуда,Сковорода блинная Гранит,4,204.38
buy,2020-07-28,Крокус,Посуда,Сковорода блинная Гранит,5,1646.98
buy,2020-07-29,"РАО «Брагина, Русакова и Кошелев»",,Альбом для монет «Деньги Мира»,5,397.55
sale,2020-07-29,ТГК-2,,Пельмени «Башкирские»,10,79.4
sale,2020-07-25,Крокус,Посуда,Сковорода блинная Гранит,1,1629.51
sale,2020-07-07,Крокус,,Роспись по номерам на холсте 40*50 «РОЗОВЫЕ ЦВЕТЫ В САДУ»,1,123.2
sale,2020-07-25,ТГК-2,Инструменты,Система выравнивания плитки «ПСВП»,1,7310.69
sale,2020-07-10,ТГК-2,Инструменты,Домкрат ромбический с резиновой опорой TUNDRA,4,9754.78
buy,2020-07-15,Крокус,Инструменты,Домкрат ромбический с резиновой опорой TUNDRA,1,243.61
sale,2020-07-12,Крокус,Посуда,Миска «Русская» малая,5,371.45
sale,2020-07-14,"ЗАО «Исаков, Блохина и Зайцева»",Инструменты,Домкрат ромбический с резиновой опорой TUNDRA,5,3730.82
sale,2020-07-24,Крокус,Мебель,Корзина сетчатая навесная на полку,6,4428.54
buy,2020-07-10,"ЗАО «Исаков, Блохина и Зайцева»",Посуда,Сковорода блинная Гранит,9,1107.71
buy,2020-07-30,"ЗАО «Исаков, Блохина и Зайцева»",Мебель,Стол раскладной Ялта-1,4,347.93
sale,2020-07-30,ТГК-2,,Игрушка надувная Меч череп,10,72.14
sale,2020-07-06,"РАО «Брагина, Русакова и Кошелев»",Посуда,Сковорода блинная Гранит,2,15272.22
sale,2020-07-02,ООО «Дьячкова Коновалов»,,Альбом для монет «Деньги Мира»,6,2433.76
buy,2020-07-13,Крокус,Электротовары,Зарядное устройство GP U411,6,25863.63
buy,2020-07-05,ТГК-2,Быловая химия,Универсальное моющее средство «Выгодная уборка»,4,1935.25
buy,2020-07-26,"ЗАО «Исаков, Блохина и Зайцева»",Инструменты,Система выравнивания плитки «ПСВП»,2,50.04
buy,2020-08-29,ТГК-2,,Игрушка надувная Меч череп,8,15915.9
buy,2020-08-01,ООО «Дьячкова Коновалов»,Инструменты,Система выравнивания плитки «ПСВП»,2,1227.42
sale,2020-08-18,"РАО «Брагина, Русакова и Кошелев»",,Ручка шариковая MAZARi Silvano Smart Ink,6,279.46
sale,2020-08-06,"РАО «Брагина, Русакова и Кошелев»",,Ручка шариковая MAZARi Silvano Smart Ink,5,74.7
sale,2020-08-24,"ЗАО «Исаков, Блохина и Зайцева»",,Альбом для монет «Деньги Мира»,9,14942.7
sale,2020-08-21,Крокус,Посуда,Миска «Русская» малая,2,186.54
buy,2020-08-01,"ЗАО «Исаков, Блохина и Зайцева»",,Игрушка надувная Меч череп,6,62.06
sale,2020-08-21,"РАО «Брагина, Русакова и Кошелев»",,Роспись по номерам на холсте 40*50 «РОЗОВЫЕ ЦВЕТЫ В САДУ»,6,361.46
buy,2020-08-29,Крокус,Быловая химия,Отбеливатель Der Waschkonig C.G. Fleckentferner,2,295.15
buy,2020-08-13,Крокус,Инструменты,Круг отрезной по металлу TSUNAMI,8,929.21
buy,2020-08-10,Крокус,,Роспись по номерам на холсте 40*50 «РОЗОВЫЕ ЦВЕТЫ В САДУ»,6,528.05
sale,2020-08-27,ТГК-2,Посуда,Набор ножей «Overlord»,2,214.7
sale,2020-08-03,Крокус,Электротовары,Фонарь ручной «Контраст»,2,1387.9
buy,2020-08-31,"ЗАО «Исаков, Блохина и Зайцева»",Быловая химия,Отбеливатель Der Waschkonig C.G. Fleckentferner,3,7645.63
buy,2020-08-03,"РАО «Брагина, Русакова и Кошелев»",Быловая химия,Жидкий кислород Planet Aquafair,4,12146.73
sale,2020-08-13,Крокус,Посуда,Миска «Русская» малая,2,4131.0
buy,2020-08-31,"ЗАО «Исаков, Блохина и Зайцева»",Электротовары,Фонарь ручной «Контраст»,7,4231.69
sale,2020-08-25,"ЗАО «Исаков, Блохина и Зайцева»",Электротовары,Умный встраиваемый  выключатель HIPER,1,1316.73
sale,2020-08-25,ООО «Дьячкова Коновалов»,Мебель,Ручка скоба РС109,4,3371.83
buy,2020-08-02,ТГК-2,Инструменты,Круг отрезной по металлу TSUNAMI,7,971.52
sale,2020-08-09,ТГК-2,Инструменты,Круг отрезной по металлу TSUNAMI,4,4015.41
buy,2020-08-31,ТГК-2,Мебель,Корзина сетчатая навесная на полку,10,6793.83
sale,2020-08-16,Крокус,Посуда,Миска «Русская» малая,7,4618.14
sale,2020-08-01,"ЗАО «Исаков, Блохина и Зайцева»",Посуда,Набор ножей «Overlord»,3,408.65
sale,2020-08-05,Крокус,Быловая химия,Универсальное моющее средство «Выгодная уборка»,9,961.45
buy,2020-08-05,"РАО «Брагина, Русакова и Кошелев»",,Ручка шариковая MAZARi Silvano Smart Ink,1,66.1
sale,2020-08-08,ТГК-2,Электротовары,Умный встраиваемый  выключатель HIPER,10,18.62
sale,2020-08-17,ООО «Дьячкова Коновалов»,,Альбом для монет «Деньги Мира»,1,6187.55
buy,2020-08-29,Крокус,,Ручка шариковая MAZARi Silvano Smart Ink,8,24198.95
buy,2020-08-03,ООО «Дьячкова Коновалов»,,Ручка шариковая MAZARi Silvano Smart Ink,10,12274.71
sale,2020-08-22,ТГК-2,Мебель,Стол раскладной Ялта-1,1,209.43
buy,2020-08-17,Крокус,,Роспись по номерам на холсте 40*50 «РОЗОВЫЕ ЦВЕТЫ В САДУ»,8,6.48
sale,2020-08-22,ООО «Дьячкова Коновалов»,Посуда,Набор ножей «Overlord»,3,3847.8
buy,2020-08-10,ТГК-2,Посуда,Набор ножей «Overlord»,8,89.19
sale,2020-08-08,"РАО «Брагина, Русакова и Кошелев»",Инструменты,Круг отрезной по металлу TSUNAMI,10,37.4
buy,2020-08-11,ТГК-2,Инструменты,Домкрат ромбический с резиновой опорой TUNDRA,2,4385.36
sale,2020-08-17,"ЗАО «Исаков, Блохина и Зайцева»",Быловая химия,Универсальное моющее средство «Выгодная уборка»,3,278.27
sale,2020-08-30,ООО «Дьячкова Коновалов»,,Альбом для монет «Деньги Мира»,9,2866.01
sale,2020-08-24,"РАО «Брагина, Русакова и Кошелев»",Инструменты,Домкрат ромбический с резиновой опорой TUNDRA,5,1066.21
sale,2020-08-10,"ЗАО «Исаков, Блохина и Зайцева»",Инструменты,Система выравнивания плитки «ПСВП»,3,7418.23
sale,2020-08-08,ООО «Дьячкова Коновалов»,Электротовары,Умный встраиваемый  выключатель HIPER,6,47.06
sale,2020-08-18,"ЗАО «Исаков, Блохина и Зайцева»",Инструменты,Система выравнивания плитки «ПСВП»,2,180.49
buy,2020-08-15,ООО «Дьячкова Коновалов»,Мебель,Корзина сетчатая навесная на полку,5,4609.79
sale,2020-08-13,ООО «Дьячкова Коновалов»,,Роспись по номерам на холсте 40*50 «РОЗОВЫЕ ЦВЕТЫ В САДУ»,3,6720.88
buy,2020-08-25,"РАО «Брагина, Русакова и Кошелев»",,Пельмени «Башкирские»,3,37.7
sale,2020-08-10,"РАО «Брагина, Русакова и Кошелев»",Электротовары,Умный встраиваемый  выключатель HIPER,6,1819.6
buy,2020-08-14,"РАО «Брагина, Русакова и Кошелев»",Электротовары,Зарядное устройство GP U411,1,32.53
buy,2020-08-22,"ЗАО «Исаков, Блохина и Зайцева»",Электротовары,Зарядное устройство GP U411,2,13525.07
buy,2020-08-27,ТГК-2,Быловая химия,Отбеливатель Der Waschkonig C.G. Fleckentferner,3,125.67
sale,2020-08-05,"ЗАО «Исаков, Блохина и Зайцева»",Инструменты,Круг отрезной по металлу TSUNAMI,6,6258.76
sale,2020-08-03,"РАО «Брагина, Русакова и Кошелев»",Инструменты,Круг отрезной по металлу TSUNAMI,1,166.71
buy,2020-08-27,ТГК-2,Мебель,Корзина сетчатая навесная на полку,4,6615.44
sale,2020-08-08,"РАО «Брагина, Русакова и Кошелев»",,Пельмени «Башкирские»,1,4117.21
sale,2020-08-24,"ЗАО «Исаков, Блохина и Зайцева»",,Игрушка надувная Меч череп,1,1513.18
sale,2020-08-28,Крокус,,Роспись по номерам на холсте 40*50 «РОЗОВЫЕ ЦВЕТЫ В САДУ»,3,3781.41
sale,2020-08-22,Крокус,Мебель,Корзина сетчатая навесная на полку,2,3.51
sale,2020-08-30,ООО «Дьячкова Коновалов»,Электротовары,Фонарь ручной «Контраст»,1,160.7
sale,2020-08-26,Крокус,Быловая химия,Отбеливатель Der Waschkonig C.G. Fleckentferner,4,110.93
sale,2020-08-05,"ЗАО «Исаков, Блохина и Зайцева»",Быловая химия,Отбеливатель Der Waschkonig C.G. Fleckentferner,2,65.19
buy,2020-08-27,"РАО «Брагина, Русакова и Кошелев»",Электротовары,Зарядное устройство GP U411,5,6203.96
sale,2020-08-01,ООО «Дьячкова Коновалов»,Инструменты,Домкрат ромбический с резиновой опорой TUNDRA,10,1570.62
sale,2020-08-07,"РАО «Брагина, Русакова и Кошелев»",Мебель,Стол раскладной Ялта-1,7,631.6
sale,2020-08-12,"РАО «Брагина, Русакова и Кошелев»",,Роспись по номерам на холсте 40*50 «РОЗОВЫЕ ЦВЕТЫ В САДУ»,6,948.13
buy,2020-08-20,ООО «Дьячкова Коновалов»,Быловая химия,Жидкий кислород Planet Aquafair,1,5342.3
buy,2020-08-29,Крокус,,Роспись по номерам на холсте 40*50 «РОЗОВЫЕ ЦВЕТЫ В САДУ»,1,1871.72
sale,2020-08-11,ТГК-2,,Пельмени «Башкирские»,7,1031.16
buy,2020-08-15,"РАО «Брагина, Русакова и Кошелев»",Посуда,Сковорода блинная Гранит,8,225.6
buy,2020-08-03,Крокус,,Пельмени «Башкирские»,3,22.69
sale,2020-08-17,"ЗАО «Исаков, Блохина и Зайцева»",Посуда,Сковорода блинная Гранит,8,244.08
sale,2020-08-11,ООО «Дьячкова Коновалов»,Электротовары,Фонарь ручной «Контраст»,3,8755.16
sale,2020-08-15,Крокус,Мебель,Корзина сетчатая навесная на полку,9,4185.96
sale,2020-08-10,"ЗАО «Исаков, Блохина и Зайцева»",,Роспись по номерам на холсте 40*50 «РОЗОВЫЕ ЦВЕТЫ В САДУ»,10,43.48
buy,2020-08-21,Крокус,,Игрушка надувная Меч череп,2,81.52
buy,2020-08-19,Крокус,Инструменты,Система выравнивания плитки «ПСВП»,10,10.77
buy,2020-08-26,"РАО «Брагина, Русакова и Кошелев»",Мебель,Ручка скоба РС109,1,22.85
